WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589029,2014,Abuja,Retail,"Yes, scr",Micro <5,Small >=,No,Establis,Sole Proprietorship,100,100,0,0,0,No,,2004,No,2004,23,No,Secondary,Yes ? fu,No,textile shop,5232,DON?T KN,DON?T KN,DON?T KN,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,0,,,100,0,DON?T KN,,No,19,< 10 Years,20 - 29 Years,NC
589033,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,,100,0,0,0,No,,2000,No,2013,9,No,Secondary,Yes ? fu,No,cement sales,5234,50,100,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,DON?T KN,,,,Yes,23,< 10 Years,< 10 Years,SE
589035,2014,Anambra,Retail,"Yes, scr",Micro <5,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,No,,1992,No,2004,22,No,Secondary,Yes ? fu,No,sales of electronic,5233,100,,,,Yes,Yes,Yes,No,No,No,Yes,No,,5,5,,100,DON?T KN,No,No,31,30 - 49 Years,20 - 29 Years,SE
589036,2014,Anambra,IT,"Yes, scr",Small >=,Small >=,No,Establis,Sole Proprietorship,100,100,0,0,0,No,,1988,No,1995,4,No,Graduate,Yes ? fu,No,CYBER  CAFE,7290,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.8,80,,0,Yes,No,No,35,30 - 49 Years,< 10 Years,SE
589037,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,No,,1988,No,1989,30,No,Vocation,Yes ? fu,No,drugs and sundries,5231,80,,,,No,No,No,No,No,No,No,No,,80,80,,0,DON?T KN,No,No,35,30 - 49 Years,30 - 49 Years,SE
589039,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2000,No,2004,10,No,Vocation,Yes ? fu,No,Sales of frozen products.,5220,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,SE
589040,2014,Anambra,Hotel & Restaurants,"No, scre",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2007,No,DON?T KN,12,No,Secondary,Yes ? fu,No,provision shop and bar.,5520,100,,,,No,No,No,No,No,Yes,No,No,,100,DON?T KN,,50,No,No,No,16,< 10 Years,10 - 20 Years,SE
589042,2014,Anambra,Retail,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1991,Yes,1991,0,No,Secondary,Yes ? fu,No,sales of musical equipnments,5239,100,,,,No,No,No,No,No,No,No,No,,60,40,,0,DON?T KN,No,No,32,30 - 49 Years,< 10 Years,SE
589043,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1997,No,2010,6,No,Secondary,Yes ? fu,No,Sales of Carpet,5232,100,,,,DON?T KN,No,No,No,No,No,DON?T KN,No,,DON?T KNOW (,DON?T KN,,0,No,No,No,26,< 10 Years,< 10 Years,SE
589046,2014,Anambra,Retail,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2002,Yes,2002,14,No,Graduate,Yes ? fu,No,retail satellite / cables.,5239,100,70,30,No,No,No,No,No,No,No,No,No,80,,,80,0,No,,No,21,< 10 Years,10 - 20 Years,SE
589048,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,,No,2002,7,No,Vocation,Yes ? fu,No,sales of drinks,5220,70,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,0,No,No,No,,NA,< 10 Years,SE
589049,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,2000,No,2012,5,No,Graduate,Yes ? fu,No,sales of medicine,5231,100,80,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60,,,20,20,DON?T KN,,Yes,23,< 10 Years,< 10 Years,SE
589052,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1999,Yes,1999,6,No,Graduate,Yes ? fu,No,Soft drinks and articles,5220,85,100,0,No,Yes,No,Yes,No,No,Yes,No,No,85,,,90,0,DON?T KN,,No,24,< 10 Years,< 10 Years,SE
589053,2014,Anambra,Publishings,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1999,Yes,1998,40,No,Secondary,Yes ? fu,No,printing publishing,2221,80,0,100,No,Yes,Yes,No,Yes,Yes,Yes,No,No,95,,,95,100,DON?T KN,,No,24,< 10 Years,30 - 49 Years,SE
589055,2014,Anambra,Retail,"Yes, scr",Medium >,Small >=,Yes,HQ witho,Sole Proprietorship,,100,0,0,0,No,,1992,No,2000,13,No,Secondary,Yes ? fu,No,Sales of wire and electronics,5239,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50,,,50,,,,Yes,31,30 - 49 Years,10 - 20 Years,SE
589056,2014,Anambra,Publishings,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2007,No,2007,8,No,Secondary,Yes ? fu,No,printing press,2221,70,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,0,No,No,No,16,< 10 Years,< 10 Years,SE
589058,2014,Anambra,Retail,"Yes, scr",Small >=,Medium >,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1998,No,DON?T KN,30,No,Secondary,Yes ? fu,No,Sales of Carpet,5233,100,DON?T KN,DON?T KN,No,No,Yes,Yes,No,No,No,No,No,DON?T KN,,,70,25,No,,No,25,< 10 Years,30 - 49 Years,SE
589062,2014,Cross river,Wholesales,"No, does",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2012,Yes,2012,5,No,Graduate,No,No,sales of electrictal part,5152,100,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,70,50,,0,DON?T KN,No,No,11,< 10 Years,< 10 Years,SS
589064,2014,Cross river,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2007,No,2007,,No,NA,Yes ? fu,No,sales of provision,5220,100,,,,No,No,No,Yes,No,No,Yes,Yes,,40,60,,0,No,No,No,16,< 10 Years,,SS
589065,2014,Cross river,Retail,"Yes, scr",Medium >,Small >=,Yes,Establis,Sole Proprietorship,100,100,0,0,0,No,,1995,Yes,1995,4,No,Secondary,No,No,beverages,5220,45,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,65,58,,0,DON?T KN,No,DON?T KN,28,< 10 Years,< 10 Years,SS
589066,2014,Cross river,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2000,Yes,2000,2,No,Graduate,Yes ? Pa,No,sales of cosmectics,5231,98,,,,No,No,No,No,No,DON?T KN,No,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,23,< 10 Years,< 10 Years,SS
589069,2014,Cross river,Retail,"Yes, scr",Micro <5,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2006,No,2012,8,No,Secondary,Yes ? fu,No,provision,5220,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,100,100,,100,DON?T KN,No,No,17,< 10 Years,< 10 Years,SS
589074,2014,Sokoto,Publishings,"Yes, scr",Medium >,Medium >,No,HQ witho,Sole Proprietorship,,100,0,0,0,No,,2004,Yes,2004,7,No,Graduate,No,No,"browsing, photo copy, binding, printing, online sales, soft drinks.",2221,100,,,,Yes,Yes,No,Yes,No,Yes,No,Yes,,80,20,,100,No,No,No,19,< 10 Years,< 10 Years,NW
589077,2014,Sokoto,Retail,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,No,,,No,2005,3,No,Secondary,No,No,sales of provision and cosmetics,5231,100,,,,No,No,No,No,No,No,No,No,,100,100,,,,No,No,,NA,< 10 Years,NW
589078,2014,Enugu,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,1997,No,1997,17,No,Secondary,No,No,jeans and clothes,5232,60,,,,No,No,Yes,Yes,No,Yes,No,Yes,,80,80,,0,No,No,No,26,< 10 Years,10 - 20 Years,SE
589079,2014,Enugu,Retail,"Yes, scr",Micro <5,Micro <5,No,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,1970,Yes,1970,17,No,Secondary,Yes ? Pa,No,sales of drinks,5220,80,,,,No,No,No,No,Yes,Yes,No,Yes,,20,20,,0,No,No,No,53,50 - 69 Years,10 - 20 Years,SE
589082,2014,Enugu,Publishings,"No, does",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,2001,No,2001,13,No,Graduate,No,No,printing and press,2221,70,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,,68,68,,0,No,No,No,22,< 10 Years,10 - 20 Years,SE
589084,2014,Enugu,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2001,Yes,2001,4,No,Secondary,No,No,The distribution of paints,5234,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,100,100,,0,,No,No,22,< 10 Years,< 10 Years,SE
589090,2014,Enugu,Retail,"Yes, scr",Medium >,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2000,No,2000,15,No,Graduate,Yes ? fu,No,sales of phone accessories,5239,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,100,100,,0,No,No,No,23,< 10 Years,10 - 20 Years,SE
589093,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,2002,Yes,2002,17,No,Graduate,Yes ? fu,No,Computer training center,5239,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,60,40,,30,DON?T KN,No,No,21,< 10 Years,10 - 20 Years,NW
589094,2014,Kaduna,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,No,,2007,Yes,2007,9,No,Graduate,Yes ? fu,No,"sale of phones,acessaries,recharge cards etc",5239,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,50,20,,,DON?T KN,Yes,No,16,< 10 Years,< 10 Years,NW
589096,2014,Kaduna,Retail,"Yes, scr",Micro <5,Micro <5,No,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,2007,Yes,2007,9,No,Secondary,Yes ? fu,No,Computer and. phone accessories,5239,80,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,50,30,,0,DON?T KN,No,No,16,< 10 Years,< 10 Years,NW
589107,2014,Kaduna,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2004,No,2004,10,No,Secondary,Yes ? fu,No,sales,5219,60,,,,Yes,No,Yes,No,No,Yes,No,No,,DON?T KNOW (,DON?T KN,,0,No,No,No,19,< 10 Years,10 - 20 Years,NW
589110,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2009,No,2009,5,No,Secondary,Yes ? fu,No,sales of paint,5234,90,,,,Yes,No,No,No,No,Yes,No,No,,85,15,,0,No,No,No,14,< 10 Years,< 10 Years,NW
589111,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1998,No,1999,16,No,Vocation,Yes ? fu,No,sales and services of electronics,5239,20,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,50,50,,0,No,No,No,25,< 10 Years,10 - 20 Years,NW
589112,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1982,Yes,1982,32,No,Vocation,Yes ? fu,No,sales of drugs,5231,75,,,,Yes,No,No,Yes,No,Yes,No,No,,65,35,,0,DON?T KN,No,No,41,30 - 49 Years,30 - 49 Years,NW
589115,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1984,No,1985,20,No,Secondary,Yes ? fu,No,hair style and barbing,5239,20,,,,Yes,No,No,No,No,Yes,No,No,,80,20,,0,No,No,No,39,30 - 49 Years,20 - 29 Years,NW
589116,2014,Kano,Electronics,"No, does",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,1999,Yes,1994,20,No,Secondary,Yes ? fu,No,video coverage,3230,75,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,75,25,,,No,No,No,24,< 10 Years,20 - 29 Years,NW
589121,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2005,No,DON?T KN,9,No,Secondary,Yes ? fu,No,boutique,5232,60,,,,Yes,No,No,Yes,Yes,No,No,Yes,,50,20,,0,No,No,No,18,< 10 Years,< 10 Years,NW
589123,2014,Kano,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2007,No,NEVER RE,20,No,Secondary,Yes ? fu,No,sales of dvd plates.,5233,75,,,,No,Yes,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,No,No,No,16,< 10 Years,20 - 29 Years,NW
589124,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,1985,No,2010,30,No,Primary,Yes ? fu,No,sales of shoes and clothings,5232,100,,,,No,No,No,No,No,No,No,No,,70,90,,100,No,No,Yes,38,30 - 49 Years,30 - 49 Years,SW
589125,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,Yes,Establis,Sole Proprietorship,100,100,0,0,0,No,,2000,No,2005,13,No,Graduate,Yes ? fu,No,"Retail in Cosmetics,Gift items,Spirits and wine,Baby toys,Beverages,drugs and foodstuffs.",5231,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,90,70,,0,DON?T KN,No,Yes,23,< 10 Years,10 - 20 Years,SW
589127,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2002,No,2004,15,No,Graduate,Yes ? fu,No,sales of provisions,5220,100,,,,Yes,No,No,No,No,No,No,No,,40,80,,100,,No,No,21,< 10 Years,10 - 20 Years,SW
589128,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2002,Yes,2002,8,No,Graduate,Yes ? fu,No,Retail in all kinds of electronics,5239,85,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,80,70,,0,DON?T KN,No,No,21,< 10 Years,< 10 Years,SW
589132,2014,Abia,Retail,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2000,No,2000,10,No,Secondary,Yes ? fu,No,selling of provisions,5220,100,,,,Yes,No,No,No,No,Yes,No,No,,100,100,,0,DON?T KN,No,No,23,< 10 Years,10 - 20 Years,SE
589135,2014,Abia,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,100,100,0,0,0,No,,,No,2001,5,No,Secondary,No,No,logding and service,5510,100,100,0,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,No,,No,,NA,< 10 Years,SE
589136,2014,Abia,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,Establis,Sole Proprietorship,100,100,0,0,0,No,,2003,Yes,1925,11,No,Graduate,No,No,services,5520,80,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,0,0,,0,DON?T KN,No,No,20,< 10 Years,10 - 20 Years,SE
589139,2014,Abia,Transportation,"No, scre",Medium >,Medium >,No,HQ with,Sole Proprietorship,100,100,0,0,0,No,,1994,DON?T KN,DON?T KN,2,No,Secondary,No,No,transport,6022,100,,,,No,No,No,No,No,No,No,No,,100,0,,100,No,No,No,29,< 10 Years,< 10 Years,SE
589141,2014,Abia,Constructions,"Yes, scr",Small >=,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2003,No,2003,,No,Secondary,No,No,wooden constructions,4520,100,100,0,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,No,,No,20,< 10 Years,,SE
589149,2014,Anambra,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,No,Establis,Sole Proprietorship,100,100,0,0,0,No,,2002,Yes,2002,2,No,Graduate,Yes ? fu,No,food.catering and bar,5520,60,,,,No,No,No,Yes,Yes,No,No,No,,80,30,,0,DON?T KN,No,No,21,< 10 Years,< 10 Years,SE
589152,2014,Anambra,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,No,,1996,Yes,1996,9,No,Graduate,Yes ? fu,No,food and catering,5520,80,,,,Yes,No,No,No,Yes,No,No,No,,80,20,,0,DON?T KN,DON?T KN,No,27,< 10 Years,< 10 Years,SE
589154,2014,Anambra,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2000,Yes,2000,10,No,Vocation,Yes ? fu,No,hotel and restuarants,5510,80,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,60,,,60,0,DON?T KN,,No,23,< 10 Years,10 - 20 Years,SE
589156,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1989,Yes,1989,2,No,Graduate,Yes ? fu,No,lodging and bar,5510,100,60,40,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,DON?T KN,,No,34,30 - 49 Years,< 10 Years,SE
589157,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1989,Yes,1989,15,No,Graduate,Yes ? fu,No,lodging and bar,5510,80,,,,No,No,No,No,No,No,No,No,,100,100,,0,DON?T KN,No,No,34,30 - 49 Years,10 - 20 Years,SE
589159,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1999,Yes,1999,15,No,Graduate,Yes ? fu,No,Preparing and selling of foods/dishes.,5520,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,24,< 10 Years,10 - 20 Years,SE
589162,2014,Anambra,Food,"No, does",Small >=,Medium >,Yes,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,1994,Yes,1994,20,No,Graduate,Yes ? fu,No,Preservation and selling of frozen products,1549,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DON?T KN,,,DON?T KN,0,,,No,29,< 10 Years,20 - 29 Years,SE
589163,2014,Anambra,Retail,"No, does",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1994,Yes,1994,20,No,Graduate,Yes ? fu,No,Preservation and selling of frozen livestocks.,5220,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,29,< 10 Years,20 - 29 Years,SE
589169,2014,Cross river,Retail,"No, does",Micro <5,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1995,Yes,1995,10,No,Graduate,No,No,provisions selling,5220,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,100,100,,60,No,No,No,28,< 10 Years,10 - 20 Years,SS
589171,2014,Cross river,'Furniture',"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2002,No,2006,10,No,Vocation,Yes ? fu,No,furniture,3610,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,30,20,,0,,No,No,21,< 10 Years,10 - 20 Years,SS
589180,2014,Cross river,Retail,"No, does",Micro <5,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,2001,Yes,2001,14,No,Secondary,No,No,hair barbing,5239,100,,,,Yes,Yes,Yes,No,Yes,No,No,No,,60,100,,80,,No,No,22,< 10 Years,10 - 20 Years,SS
589181,2014,Sokoto,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,No,,1998,Yes,1998,15,No,Secondary,No,No,selling of food,5520,85,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,85,95,,100,,No,No,25,< 10 Years,10 - 20 Years,NW
589182,2014,Sokoto,Hotel & Restaurants,"Yes, scr",Medium >,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,No,,2002,Yes,2002,5,No,Secondary,No,No,food and soft drinks,5520,100,,,,No,Yes,Yes,Yes,No,No,No,Yes,,65,85,,,,No,No,21,< 10 Years,< 10 Years,NW
589188,2014,Enugu,Services,"No, does",Small >=,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1995,Yes,1995,20,No,Vocation,Yes ? fu,No,Services vehicles,5020,0,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,100,100,,100,DON?T KN,No,No,28,< 10 Years,20 - 29 Years,SE
589191,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1990,No,1990,24,No,Primary,Yes ? fu,No,production of roasted and smoked meat,5520,100,,,,Yes,Yes,Yes,No,No,No,No,No,,60,3,,,DON?T KN,No,No,33,30 - 49 Years,20 - 29 Years,NW
589192,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Large >=,Large >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2007,Yes,2007,6,No,Graduate,No,No,hotel services,5510,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,70,60,,90,DON?T KN,No,No,16,< 10 Years,< 10 Years,NW
589194,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,,Yes,2001,7,No,Graduate,No,No,hotel services,5510,100,,,,Yes,Yes,Yes,Yes,No,No,No,No,,DON?T KNOW (,DON?T KN,,90,DON?T KN,No,DON?T KN,,NA,< 10 Years,NW
589195,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1998,Yes,1998,8,No,Graduate,No,No,hotel and recreational services,5510,100,,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,60,75,,0,DON?T KN,No,No,25,< 10 Years,< 10 Years,NW
589206,2014,Kano,Services,"No, does",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,1996,Yes,1996,13,No,Graduate,Yes ? Pa,No,Sales of Motor equipment,5030,100,,,,Yes,No,DON?T KN,Yes,Yes,Yes,Yes,Yes,,40,50,,20,DON?T KN,No,No,27,< 10 Years,10 - 20 Years,NW
589214,2014,Lagos,Wholesales,"No, does",Medium >,Small >=,Yes,HQ witho,Sole Proprietorship,100,100,0,0,0,No,,2002,Yes,2002,6,No,Graduate,Yes ? fu,No,iron and steel,5142,100,,,,No,No,Yes,Yes,No,No,No,No,,40,40,,0,DON?T KN,No,No,21,< 10 Years,< 10 Years,SW
589641,2014,Ogun,Retail,"No, does",Micro <5,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,No,,,No,2008,5,No,Graduate,No,No,selling of phone,5233,90,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,,90,90,,DON?T KN,,No,No,,NA,< 10 Years,SW
589218,2014,Abia,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2010,DON?T KN,DON?T KN,,No,Secondary,No,No,Sells curtain clothings,5232,100,,,,Yes,No,Yes,No,No,Yes,No,No,,100,100,,0,DON?T KN,No,No,13,< 10 Years,,SE
589223,2014,Abia,Retail,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1984,No,1994,20,No,Secondary,Yes ? fu,No,servicing and maintainance of fridge,5260,60,,,,No,No,No,No,No,Yes,No,No,,30,25,,0,No,No,No,39,30 - 49 Years,20 - 29 Years,SE
589225,2014,Abia,Retail,"Yes, scr",Micro <5,Small >=,No,HQ with,Sole Proprietorship,100,100,0,0,0,No,,1968,No,1970,20,No,Secondary,Yes ? fu,No,Sales of Electrical products,5239,100,,,,No,No,No,Yes,No,Yes,No,No,,DON?T KNOW (,DON?T KN,,80,DON?T KN,No,No,55,50 - 69 Years,20 - 29 Years,SE
589226,2014,Abia,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2002,No,2002,10,No,Secondary,Yes ? fu,No,sales of phones,5239,80,,,,No,No,No,Yes,No,Yes,No,No,,60,60,,0,No,No,No,21,< 10 Years,10 - 20 Years,SE
589227,2014,Abia,Services,"No, scre",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1963,No,1972,51,No,Secondary,Yes ? fu,No,motor parks and motor batteries and fan belts,5030,100,,,,No,No,No,No,No,No,No,No,,100,100,,0,DON?T KN,No,No,60,50 - 69 Years,> 50 Years,SE
589228,2014,Abia,Wholesales,"No, scre",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,1993,No,1993,21,No,Secondary,Yes ? fu,No,sales of plastics,5190,100,,,,No,No,No,No,No,No,No,No,,100,30,,0,No,No,No,30,30 - 49 Years,20 - 29 Years,SE
589229,2014,Abia,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,No,,2005,Yes,2005,,No,Secondary,Yes ? fu,No,"electric bulb,fan,electric lanterns,radios,electric kettles etc",5239,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,100,DON?T KN,No,No,18,< 10 Years,,SE
