WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589502,2014,Oyo,Hotel & Restaurants,"No, does",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2002,Yes,2002,3,No,Graduate,No,No,Lodging and accommodation,5510,70,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,95,95,,70,,No,Yes,21,< 10 Years,< 10 Years,SW
589656,2014,Ogun,Wholesales,"Yes, scr",Medium >,Medium >,No,HQ witho,Shareholders,100,100,0,0,0,Yes,100,2002,No,2000,2,Yes,Graduate,No,No,soft drinks,5122,60,DON?T KN,DON?T KN,No,No,Yes,Yes,No,No,Yes,No,No,DON?T KN,,,DON?T KN,,,,No,21,< 10 Years,< 10 Years,SW
589632,2014,Ogun,Food,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,70,0,20,10,Yes,100,2009,Yes,2009,20,No,Graduate,Yes ? fu,No,bread,1541,80,70,30,Yes,No,No,No,No,Yes,Yes,No,Yes,70,,,30,70,,,No,14,< 10 Years,20 - 29 Years,SW
588882,2014,Abia,Leather,"No, does",Small >=,Small >=,No,HQ with,Sole Proprietorship,100,0,0,0,100,Yes,100,1992,No,1992,24,No,Secondary,Yes ? fu,No,Garments and leather,1912,100,DON?T KN,DON?T KN,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,100,,,100,100,DON?T KN,,No,31,30 - 49 Years,20 - 29 Years,SE
588889,2014,Abia,Food,"Yes, scr",Micro <5,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1996,Yes,1996,17,No,Graduate,No,No,Bread Manufacturing,1541,100,100,0,No,No,No,No,No,No,No,No,Yes,100,,,DON?T KN,0,DON?T KN,,No,27,< 10 Years,10 - 20 Years,SE
588891,2014,Abia,Food,"No, does",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1971,Yes,1971,15,No,Graduate,Yes ? fu,No,manufacturing Fish food,1512,100,0,100,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,DON?T KN,,No,52,50 - 69 Years,10 - 20 Years,SE
588892,2014,Abia,Chemical,"Yes, scr",Medium >,Medium >,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2013,Yes,2013,2,No,Graduate,No,No,paint chemicals snd rubber hangers,2422,100,30,70,No,No,Yes,No,Yes,Yes,No,No,Yes,100,,,DON?T KN,0,DON?T KN,,No,10,10 - 29 Years,< 10 Years,SE
588903,2014,Sokoto,Hotel & Restaurants,"No, does",Small >=,Medium >,Yes,HQ with,Sole Proprietorship,,30,40,0,30,Yes,100,2003,No,2005,9,No,Graduate,Yes ? Pa,No,creation of outlet,5520,50,25,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,,,20,10,,,No,20,< 10 Years,< 10 Years,NW
588914,2014,Anambra,Food,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,80,20,0,0,Yes,100,2004,Yes,2004,10,Yes,Graduate,Yes ? fu,No,production of sachet water,1554,100,100,0,No,Yes,Yes,Yes,No,No,No,No,No,70,,,70,0,DON?T KN,,No,19,< 10 Years,10 - 20 Years,SE
588945,2014,Cross river,Food,"Yes, scr",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,100,50,0,0,50,Yes,100,2006,Yes,2006,,No,Graduate,No,No,water production,1554,80,80,20,No,No,No,No,No,No,No,No,Yes,90,,,90,0,DON?T KN,,No,17,< 10 Years,,SS
588952,2014,Cross river,Food,"Yes, scr",Medium >,Medium >,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1991,No,1991,10,No,Primary,Yes ? fu,No,garri processing,1513,100,100,0,No,Yes,Yes,Yes,No,No,No,No,No,100,,,100,50,No,,No,32,30 - 49 Years,10 - 20 Years,SS
588953,2014,Cross river,Food,"Yes, scr",Medium >,Medium >,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2000,No,2000,8,No,Secondary,Yes ? fu,No,garri processing,1513,100,100,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,100,,,80,100,No,,No,23,< 10 Years,< 10 Years,SS
588954,2014,Cross river,Food,"Yes, scr",Small >=,Medium >,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1992,Yes,1992,6,No,Secondary,Yes ? fu,No,palm oil producing,1514,100,100,0,No,Yes,Yes,Yes,No,No,Yes,No,No,100,,,100,40,No,,No,31,30 - 49 Years,< 10 Years,SS
588963,2014,Enugu,Garments,"Yes, scr",Micro <5,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,2001,No,2005,20,No,Primary,Yes ? fu,No,Garment manufacturing,1810,100,80,20,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,80,,,100,0,DON?T KN,,No,22,< 10 Years,20 - 29 Years,SE
588964,2014,Enugu,Garments,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1999,Yes,1999,15,Yes,Secondary,Yes ? fu,No,manufacturing of garments,1810,50,50,50,No,Yes,No,No,No,No,No,No,No,50,,,30,0,DON?T KN,,No,24,< 10 Years,10 - 20 Years,SE
588966,2014,Abuja,Retail,"No, scre",Micro <5,Micro <5,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1999,No,2000,18,Yes,Graduate,Yes ? fu,No,boutique,5232,100,,,,No,No,No,No,No,No,No,No,,70,70,,0,DON?T KN,No,No,24,< 10 Years,10 - 20 Years,NC
588972,2014,Kaduna,Retail,"No, does",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,20,5,15,60,Yes,100,2002,No,2003,11,Yes,Secondary,Yes ? fu,No,services she sells food,5211,80,,,,No,DON?T KN,DON?T KN,No,No,No,No,DON?T KN,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,21,< 10 Years,10 - 20 Years,NW
588992,2014,Kaduna,Food,"Yes, scr",Micro <5,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,,DON?T KN,DON?T KN,,Yes,Secondary,Yes ? fu,No,food production and marketing,1549,100,100,0,No,Yes,Yes,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,No,,No,,NA,,NW
589007,2014,Kano,Food,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2004,No,2011,10,No,Secondary,Yes ? fu,No,Bakery,1541,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,70,,,30,0,No,,No,19,< 10 Years,10 - 20 Years,NW
589019,2014,Lagos,Garments,"Yes, scr",Small >=,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2004,No,2005,10,Yes,Graduate,Yes ? fu,No,sewing of garments,1810,100,100,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,70,,,70,0,No,,No,19,< 10 Years,10 - 20 Years,SW
589023,2014,Abia,Retail,"Yes, scr",Micro <5,Micro <5,No,Establis,Sole Proprietorship,100,100,0,0,0,Yes,100,2002,No,2002,12,No,Graduate,Yes ? fu,No,Provisions drinks body cream and other thingd,5231,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,21,< 10 Years,10 - 20 Years,SE
589030,2014,Abuja,Food,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2013,Yes,2012,,Yes,Graduate,Yes ? fu,No,production and sale of coconut oil,1514,100,100,0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,70,,,30,0,DON?T KN,,No,10,10 - 29 Years,,NC
589038,2014,Anambra,Retail,"Yes, scr",Micro <5,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,1998,Yes,1998,11,Yes,Graduate,Yes ? fu,No,sales of paint,5234,100,,,,Yes,No,No,Yes,No,No,Yes,No,,100,100,,0,DON?T KN,No,No,25,< 10 Years,10 - 20 Years,SE
589044,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1997,No,2001,3,No,Graduate,Yes ? fu,No,Don  morris  wine,5220,80,,,,No,No,No,No,No,Yes,No,Yes,,100,DON?T KN,,0,Yes,No,No,26,< 10 Years,< 10 Years,SE
589060,2014,Cross river,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2010,Yes,2010,4,Yes,Graduate,Yes ? fu,No,wine sales,5220,100,,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,75,90,,0,Yes,No,No,13,< 10 Years,< 10 Years,SS
589061,2014,Cross river,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2001,No,DON?T KN,,Yes,Vocation,Yes ? fu,No,Super store,5219,98,,,,No,No,No,Yes,No,Yes,No,No,,68,32,,0,No,No,No,22,< 10 Years,,SS
589068,2014,Cross river,Retail,"No, scre",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2005,No,2009,8,Yes,Graduate,Yes ? fu,No,sales of phone,5233,75,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,78,95,,0,DON?T KN,No,No,18,< 10 Years,< 10 Years,SS
589073,2014,Cross river,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,,100,0,0,0,Yes,100,2012,No,2012,2,No,Graduate,Yes ? fu,No,Selling of drink,5220,80,,,,Yes,Yes,Yes,No,No,Yes,No,No,,90,90,,20,No,No,No,11,< 10 Years,< 10 Years,SS
589075,2014,Sokoto,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,90,0,0,10,Yes,100,2000,DON?T KN,2007,3,No,Graduate,No,No,"sale of plastic,cloth,food,lather and bikes",5219,100,,,,No,Yes,No,Yes,Yes,Yes,No,Yes,,20,30,,50,,No,No,23,< 10 Years,< 10 Years,NW
589080,2014,Enugu,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2001,Yes,2001,13,Yes,Secondary,Yes ? fu,No,sales of garments,5232,DON?T KN,100,0,No,Yes,Yes,Yes,DON?T KN,DON?T KN,Yes,DON?T KN,Yes,DON?T KN,,,DON?T KN,0,DON?T KN,,No,22,< 10 Years,10 - 20 Years,SE
589081,2014,Enugu,IT,"Yes, scr",Small >=,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1999,Yes,1999,10,Yes,Graduate,Yes ? fu,No,SALES OF RECHARGE CARDS AND PHONE ACCESSORIES,7250,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,100,100,,0,DON?T KN,No,No,24,< 10 Years,10 - 20 Years,SE
589086,2014,Enugu,Retail,"Yes, scr",Micro <5,Small >=,No,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,1996,Yes,1996,8,Yes,Secondary,Yes ? fu,No,Super market,5220,50,,,,No,No,No,No,No,Yes,No,No,,50,30,,30,DON?T KN,No,No,27,< 10 Years,< 10 Years,SE
589087,2014,Enugu,Publishings,"No, does",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1994,No,1999,20,No,Graduate,Yes ? Pa,No,Printings,2221,70,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,,30,30,,50,DON?T KN,No,No,29,< 10 Years,20 - 29 Years,SE
589088,2014,Enugu,Retail,"Yes, scr",Medium >,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1992,No,1992,,Yes,Graduate,Yes ? fu,No,PHONE RELATED ACCEDDORIES,5239,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,100,100,,,DON?T KN,No,No,31,30 - 49 Years,,SE
589120,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,Yes,HQ witho,Sole Proprietorship,,0,0,0,100,Yes,100,1997,No,DON?T KN,17,Yes,Graduate,Yes ? fu,No,retail,5219,70,,,,No,No,Yes,No,Yes,Yes,No,No,,20,20,,0,,No,No,26,< 10 Years,10 - 20 Years,NW
589126,2014,Lagos,Retail,"Yes, scr",Small >=,Small >=,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,2000,Yes,2000,25,No,Graduate,Yes ? fu,No,accreditation service and card production,5239,30,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,5,75,,55,DON?T KN,No,No,23,< 10 Years,20 - 29 Years,SW
589130,2014,Lagos,Retail,"Yes, scr",Small >=,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2007,No,2007,16,Yes,Graduate,Yes ? fu,No,Retail sales of children wears,5232,100,,,,Yes,No,Yes,No,No,Yes,No,Yes,,40,50,,0,No,No,No,16,< 10 Years,10 - 20 Years,SW
589644,2014,Ogun,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,100,1999,No,DON?T KN,15,Yes,Secondary,Yes ? fu,No,coke and wine,5220,70,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,DON?T KNOW (,DON?T KN,,,,No,No,24,< 10 Years,10 - 20 Years,SW
589133,2014,Abia,Hotel & Restaurants,"Yes, scr",Small >=,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2000,No,2000,14,Yes,Secondary,Yes ? fu,No,resturant,5520,50,,,,Yes,No,No,No,No,Yes,No,No,,30,30,,0,No,No,No,23,< 10 Years,10 - 20 Years,SE
589134,2014,Abia,Hotel & Restaurants,"No, does",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1987,No,1987,27,Yes,Graduate,Yes ? fu,No,Restaurant,5520,100,,,,No,No,No,No,No,No,No,No,,100,0,,0,No,No,No,36,30 - 49 Years,20 - 29 Years,SE
589137,2014,Abia,Hotel & Restaurants,"Yes, scr",Micro <5,Small >=,No,Establis,Sole Proprietorship,100,100,0,0,0,Yes,100,2004,No,2013,11,No,Secondary,Yes ? fu,No,Food and drinks,5520,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,19,< 10 Years,10 - 20 Years,SE
589142,2014,Abia,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2000,No,2000,14,Yes,Secondary,Yes ? fu,No,services,5520,100,,,,No,No,No,No,No,No,No,No,,60,0,,0,No,No,No,23,< 10 Years,10 - 20 Years,SE
589143,2014,Abia,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,Yes,Establis,Sole Proprietorship,,100,0,0,0,Yes,100,1987,Yes,1987,27,Yes,Graduate,Yes ? fu,No,Hotel and Resturant,5510,100,,,,No,No,No,No,No,No,No,No,,100,100,,0,DON?T KN,No,No,36,30 - 49 Years,20 - 29 Years,SE
589146,2014,Abuja,Wholesales,"No, does",Micro <5,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2007,Yes,2007,8,Yes,Secondary,Yes ? fu,No,wholesale of cosmetics and hair saloon,5139,68,,,,No,No,No,No,No,No,No,No,,50,48,,50,,No,No,16,< 10 Years,< 10 Years,NC
589151,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1998,No,2002,3,Yes,Secondary,Yes ? fu,No,Rice  and stew,5520,100,,,,No,No,DON?T KN,No,No,DON?T KN,No,Yes,,DON?T KNOW (,DON?T KN,,0,No,No,No,25,< 10 Years,< 10 Years,SE
589155,2014,Anambra,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1977,Yes,1977,,Yes,Vocation,Yes ? fu,No,hotel and restuarants,5510,80,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,0,No,,No,46,30 - 49 Years,,SE
589158,2014,Anambra,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1999,No,2000,3,Yes,Secondary,Yes ? fu,No,Rice   and stew,5520,DON?T KN,,,,DON?T KN,No,No,No,No,No,No,No,,100,100,,,DON?T KN,No,No,24,< 10 Years,< 10 Years,SE
589164,2014,Anambra,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2006,No,DON?T KN,15,Yes,Secondary,Yes ? fu,No,bar and restaurant.,5520,100,,,,No,No,No,No,No,Yes,No,No,,DON?T KNOW (,DON?T KN,,,No,No,No,17,< 10 Years,10 - 20 Years,SE
589165,2014,Anambra,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1990,No,2003,17,Yes,No Education,Yes ? fu,No,selling of food(restaurant) and drinks.,5520,75,88,12,,Yes,No,No,No,No,No,No,No,,70,70,,,No,No,No,33,30 - 49 Years,10 - 20 Years,SE
589175,2014,Cross river,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,1967,Yes,1967,6,Yes,Secondary,Yes ? Pa,No,Hotel and Restaurant,5510,45,,,,No,No,No,No,No,No,No,No,,85,68,,0,DON?T KN,No,No,56,50 - 69 Years,< 10 Years,SS
589178,2014,Cross river,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,HQ with,Sole Proprietorship,100,100,0,0,0,Yes,100,2002,Yes,2002,23,No,Vocation,No,No,accomodation,5510,60,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,89,92,,0,DON?T KN,No,No,21,< 10 Years,20 - 29 Years,SS
589179,2014,Cross river,Hotel & Restaurants,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2013,No,2013,,Yes,No Education,Yes ? fu,No,selling of drinks,5520,60,,,,No,No,No,No,No,No,No,No,,50,40,,0,No,No,No,10,10 - 29 Years,,SS
589187,2014,Enugu,Hotel & Restaurants,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2001,Yes,2001,10,No,Primary,Yes ? Pa,No,food,5520,60,,,,No,Yes,No,No,Yes,Yes,No,No,,70,70,,0,No,No,No,22,< 10 Years,10 - 20 Years,SE
589193,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Small >=,Large >=,No,Establis,Sole Proprietorship,100,90,0,10,0,Yes,100,2001,Yes,2001,10,Yes,Graduate,Yes ? fu,No,Render services for weddings and parties,5520,30,,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,5,5,,0,DON?T KN,No,No,22,< 10 Years,10 - 20 Years,NW
589196,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Sole Proprietorship,100,20,30,10,40,Yes,100,2003,Yes,2003,12,No,Graduate,Yes ? Pa,No,services,5520,90,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,,50,10,,0,DON?T KN,No,No,20,< 10 Years,10 - 20 Years,NW
589199,2014,Kaduna,Hotel & Restaurants,"Yes, scr",Medium >,Medium >,No,Establis,Sole Proprietorship,100,20,10,60,10,Yes,100,1982,Yes,1982,,No,Graduate,No,No,services of accomondation,5510,90,,,,Yes,Yes,No,Yes,No,Yes,No,Yes,,10,5,,0,DON?T KN,No,No,41,30 - 49 Years,,NW
589202,2014,Kano,Paper,"No, scre",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2005,Yes,2005,5,Yes,Graduate,Yes ? fu,No,exercise book manufacturing and sales,2109,70,100,0,No,Yes,Yes,No,No,No,No,No,No,50,,,50,100,DON?T KN,,No,18,< 10 Years,< 10 Years,NW
589208,2014,Kano,Retail,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2000,No,2005,20,Yes,Vocation,Yes ? fu,No,Hair dressing Salon,5239,100,,,,Yes,Yes,Yes,No,No,No,No,Yes,,100,100,,0,,No,No,23,< 10 Years,20 - 29 Years,NW
589642,2014,Ogun,Retail,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,100,2012,Yes,2012,5,Yes,Secondary,Yes ? fu,No,sales of soft drink,5220,70,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,70,DON?T KN,,,,No,No,11,< 10 Years,< 10 Years,SW
589216,2014,Sokoto,Retail,"No, does",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2012,No,2010,,Yes,Vocation,Yes ? Pa,No,"sales of cloth,sheos,underwere,belt and whatches",5232,80,,,,No,No,No,No,No,No,No,No,,80,20,,,,No,No,11,< 10 Years,,NW
589217,2014,Sokoto,Wholesales,"Yes, scr",Small >=,Small >=,No,HQ with,Sole Proprietorship,,100,0,0,0,Yes,100,2005,No,2007,5,Yes,Secondary,Yes ? fu,No,sales and renting of all kinds of plastic and rental,5159,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,18,< 10 Years,< 10 Years,NW
589219,2014,Abia,Retail,"Yes, scr",Small >=,Small >=,No,Establis,Sole Proprietorship,100,100,0,0,0,Yes,100,2004,No,2004,11,Yes,Graduate,Yes ? fu,No,Provisions and wines drinks,5220,100,,,,No,No,No,No,No,No,No,No,,100,0,,0,DON?T KN,No,No,19,< 10 Years,10 - 20 Years,SE
589220,2014,Abia,Wholesales,"No, scre",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1991,Yes,1991,15,Yes,Secondary,Yes ? Pa,No,dealers on foams,5190,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,32,30 - 49 Years,10 - 20 Years,SE
589221,2014,Abia,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1989,No,2004,25,Yes,Secondary,Yes ? fu,No,Retail of Electronics and spcies,5239,100,,,,Yes,No,No,No,No,No,No,No,,80,30,,100,No,No,No,34,30 - 49 Years,20 - 29 Years,SE
589222,2014,Abia,Hotel & Restaurants,"No, scre",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,1997,No,1997,17,Yes,Graduate,Yes ? Pa,No,selling of cooked food,5520,100,100,0,No,No,No,No,No,No,No,No,No,40,,,40,0,No,,No,26,< 10 Years,10 - 20 Years,SE
589224,2014,Abia,Wholesales,"No, scre",Micro <5,Micro <5,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1979,No,DON?T KN,,Yes,Graduate,Yes ? fu,No,wood,5143,100,,,,No,No,No,No,No,No,No,No,,100,80,,0,No,No,No,44,30 - 49 Years,,SE
589232,2014,Abuja,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,DON?T KN,DON?T KN,DON?T KN,DON?T KN,Yes,100,2003,No,2003,11,No,Secondary,Yes ? fu,No,sales and suplies,5219,100,,,,Yes,Yes,No,Yes,No,Yes,No,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,20,< 10 Years,10 - 20 Years,NC
589247,2014,Anambra,Publishings,"No, scre",Micro <5,Micro <5,Yes,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,2007,No,2007,10,Yes,Secondary,Yes ? fu,No,photocopying and typing.,2222,100,,,,Yes,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,40,No,No,No,16,< 10 Years,10 - 20 Years,SE
589251,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,Yes,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2002,No,2005,5,Yes,Secondary,Yes ? fu,No,Pure  water,5220,100,,,,DON?T KN,No,No,No,No,No,DON?T KN,No,,DON?T KNOW (,DON?T KN,,0,DON?T KN,No,No,21,< 10 Years,< 10 Years,SE
589253,2014,Anambra,IT,"No, scre",Micro <5,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2002,No,2004,13,Yes,Graduate,Yes ? fu,No,Communication,7290,100,DON?T KN,DON?T KN,No,No,No,No,No,No,Yes,No,No,DON?T KN,,,DON?T KN,0,DON?T KN,,No,21,< 10 Years,10 - 20 Years,SE
589254,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,100,100,0,0,0,Yes,100,2002,Yes,2002,9,No,Secondary,Yes ? fu,No,Garments/clothes shop,5232,100,DON?T KN,DON?T KN,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DON?T KN,,,DON?T KN,0,DON?T KN,,No,21,< 10 Years,< 10 Years,SE
589257,2014,Anambra,IT,"No, scre",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1991,Yes,1991,23,No,Graduate,Yes ? fu,No,Computer services,7290,100,DON?T KN,DON?T KN,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DON?T KN,,,DON?T KN,DON?T KN,,,No,32,30 - 49 Years,20 - 29 Years,SE
589261,2014,Anambra,Retail,"Yes, scr",Small >=,Small >=,No,DOES NOT,Sole Proprietorship,,100,0,0,0,Yes,100,1999,No,2003,15,No,Vocation,Yes ? fu,No,electronics,5233,80,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DON?T KN,,,DON?T KN,DON?T KN,,,No,24,< 10 Years,10 - 20 Years,SE
589280,2014,Enugu,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2003,Yes,2003,5,Yes,Secondary,Yes ? fu,No,plating of hair during festive period,5259,70,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,,100,50,,40,DON?T KN,No,No,20,< 10 Years,< 10 Years,SE
589281,2014,Enugu,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Sole Proprietorship,100,100,0,0,0,Yes,100,2001,No,2001,13,Yes,Secondary,No,No,cosmetics,5231,40,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,80,80,,0,No,No,No,22,< 10 Years,10 - 20 Years,SE
